,schet_2,balance_name,schet_1_name,sum2,bank,schet_1,Liquid,Work,Доля работающих активов,Уровень просрочки
212,45705,Кредиты на срок от 1 года до 3 лет,"Кредиты и прочие средства, предоставленные физическим лицам - нерезидентам",2792000,Банк ГПБ (АО),457,Неликвидный,Работающий,0.8358403312941649,0.006083174180520471
213,45706,Кредиты на срок свыше 3 лет,"Кредиты и прочие средства, предоставленные физическим лицам - нерезидентам",952370000,Банк ГПБ (АО),457,Неликвидный,Работающий,0.8358403312941649,0.006083174180520471
214,45708,"Кредит, предоставленный при недостатке средств на депозитном счете (""овердрафт"")","Кредиты и прочие средства, предоставленные физическим лицам - нерезидентам",7824000,Банк ГПБ (АО),457,Ликвидный,Работающий,0.8358403312941649,0.006083174180520471
216,45806,"Коммерческим организациям, находящимся в федеральной собственности",Просроченная задолженность по предоставленным кредитам и прочим размещенным средствам,10433711000,Банк ГПБ (АО),458,Неликвидный,Неработающий,0.8358403312941649,0.0
217,45812,Негосударственным коммерческим организациям,Просроченная задолженность по предоставленным кредитам и прочим размещенным средствам,67250722000,Банк ГПБ (АО),458,Неликвидный,Неработающий,0.8358403312941649,0.0
218,45814,Индивидуальным предпринимателям,Просроченная задолженность по предоставленным кредитам и прочим размещенным средствам,5000,Банк ГПБ (АО),458,Неликвидный,Неработающий,0.8358403312941649,0.0
219,45815,Физическим лицам,Просроченная задолженность по предоставленным кредитам и прочим размещенным средствам,20920581000,Банк ГПБ (АО),458,Неликвидный,Неработающий,0.8358403312941649,0.0
220,45816,Юридическим лицам - нерезидентам,Просроченная задолженность по предоставленным кредитам и прочим размещенным средствам,20993071000,Банк ГПБ (АО),458,Неликвидный,Неработающий,0.8358403312941649,0.0
221,45817,Физическим лицам - нерезидентам,Просроченная задолженность по предоставленным кредитам и прочим размещенным средствам,4437000,Банк ГПБ (АО),458,Неликвидный,Неработающий,0.8358403312941649,0.0
223,45906,"Коммерческим организациям, находящимся в федеральной собственности",Просроченные проценты по предоставленным кредитам и прочим размещенным средствам,3263748000,Банк ГПБ (АО),459,Неликвидный,Неработающий,0.8358403312941649,0.0
224,45912,Негосударственным коммерческим организациям,Просроченные проценты по предоставленным кредитам и прочим размещенным средствам,12805079000,Банк ГПБ (АО),459,Неликвидный,Неработающий,0.8358403312941649,0.0
225,45915,Физическим лицам,Просроченные проценты по предоставленным кредитам и прочим размещенным средствам,3497919000,Банк ГПБ (АО),459,Неликвидный,Неработающий,0.8358403312941649,0.0
226,45916,Юридическим лицам - нерезидентам,Просроченные проценты по предоставленным кредитам и прочим размещенным средствам,11382512000,Банк ГПБ (АО),459,Неликвидный,Неработающий,0.8358403312941649,0.0
227,45917,Физическим лицам - нерезидентам,Просроченные проценты по предоставленным кредитам и прочим размещенным средствам,1841000,Банк ГПБ (АО),459,Неликвидный,Неработающий,0.8358403312941649,0.0
229,46506,на срок от 1 года до 3 лет,"Средства, предоставленные коммерческим организациям, находящимся в федеральной собственности",5843597000,Банк ГПБ (АО),465,0,Работающий,0.8358403312941649,0.2121488956244289
230,47002,на срок до 30 дней,"Средства, предоставленные негосударственным финансовым организациям",628947000,Банк ГПБ (АО),470,Ликвидный,Работающий,0.8358403312941649,0.0
231,47103,на срок от 31 до 90 дней,"Средства, предоставленные негосударственным коммерческим организациям",151000,Банк ГПБ (АО),471,Неликвидный,Работающий,0.8358403312941649,0.017206764502153523
232,47104,на срок от 91 до 180 дней,"Средства, предоставленные негосударственным коммерческим организациям",44000,Банк ГПБ (АО),471,Неликвидный,Работающий,0.8358403312941649,0.017206764502153523
233,47105,на срок от 181 дня до 1 года,"Средства, предоставленные негосударственным коммерческим организациям",21000,Банк ГПБ (АО),471,Неликвидный,Работающий,0.8358403312941649,0.017206764502153523
234,47106,на срок от 1 года до 3 лет,"Средства, предоставленные негосударственным коммерческим организациям",1839824000,Банк ГПБ (АО),471,Неликвидный,Работающий,0.8358403312941649,0.017206764502153523
235,47107,на срок свыше 3 лет,"Средства, предоставленные негосударственным коммерческим организациям",6694873000,Банк ГПБ (АО),471,Неликвидный,Работающий,0.8358403312941649,0.017206764502153523
237,47302,на срок до 30 дней,"Средства, предоставленные юридическим лицам - нерезидентам",1224684000,Банк ГПБ (АО),473,Ликвидный,Работающий,0.8358403312941649,0.07965934973468526
238,47303,на срок от 31 до 90 дней,"Средства, предоставленные юридическим лицам - нерезидентам",5913394000,Банк ГПБ (АО),473,0,Работающий,0.8358403312941649,0.07965934973468526
239,47304,на срок от 91 до 180 дней,"Средства, предоставленные юридическим лицам - нерезидентам",315524000,Банк ГПБ (АО),473,0,Работающий,0.8358403312941649,0.07965934973468526
240,47305,на срок от 181 дня до 1 года,"Средства, предоставленные юридическим лицам - нерезидентам",99908000,Банк ГПБ (АО),473,0,Работающий,0.8358403312941649,0.07965934973468526
241,47307,на срок свыше 3 лет,"Средства, предоставленные юридическим лицам - нерезидентам",15105314000,Банк ГПБ (АО),473,Неликвидный,Работающий,0.8358403312941649,0.07965934973468526
243,47417,"Суммы, списанные с корреспондентских счетов, до выяснения",Расчеты по отдельным операциям и корректировки,18733000,Банк ГПБ (АО),474,Высоколиквидный,Неработающий,0.8358403312941649,0.0
245,47423,Требования по прочим операциям,Расчеты по отдельным операциям и корректировки,5301480000,Банк ГПБ (АО),474,Высоколиквидный,Неработающий,0.8358403312941649,0.0
246,47427,Начисленные проценты по предоставленным (размещенным) денежным средствам,Расчеты по отдельным операциям и корректировки,146160347000,Банк ГПБ (АО),474,Высоколиквидный,Неработающий,0.8358403312941649,0.0
247,47431,Требования по аккредитивам,Расчеты по отдельным операциям и корректировки,5998060000,Банк ГПБ (АО),474,Высоколиквидный,Неработающий,0.8358403312941649,0.0
248,47440,Затраты по сделке по финансовым обязательствам и финансовым активам,Расчеты по отдельным операциям и корректировки,158903000,Банк ГПБ (АО),474,0,Неработающий,0.8358403312941649,0.0
249,47443,"Расчеты по прочим доходам, связанным с предоставлением (размещением) денежных средств",Расчеты по отдельным операциям и корректировки,441138000,Банк ГПБ (АО),474,Высоколиквидный,Неработающий,0.8358403312941649,0.0
250,47447,"Корректировки, увеличивающие стоимость предоставленных (размещенных) денежных средств",Расчеты по отдельным операциям и корректировки,3806578000,Банк ГПБ (АО),474,0,Неработающий,0.8358403312941649,0.0
251,47450,"Корректировки, уменьшающие стоимость привлеченных средств",Расчеты по отдельным операциям и корректировки,165101059000,Банк ГПБ (АО),474,0,Неработающий,0.8358403312941649,0.0
252,47451,"Корректировки, уменьшающие стоимость выпущенных ценных бумаг",Расчеты по отдельным операциям и корректировки,40944000,Банк ГПБ (АО),474,0,Неработающий,0.8358403312941649,0.0
254,47468,Расчеты по процентам по банковским счетам и привлеченным средствам физических лиц,Расчеты по отдельным операциям и корректировки,212617000,Банк ГПБ (АО),474,0,Неработающий,0.8358403312941649,0.0
255,47469,Расчеты по процентам,Расчеты по отдельным операциям и корректировки,105000,Банк ГПБ (АО),474,0,Неработающий,0.8358403312941649,0.0
256,47502,Расчеты по выданным банковским гарантиям,Расчеты по выданным банковским гарантиям и обязательства по предоставлению денежных средств,781389000,Банк ГПБ (АО),475,0,Неработающий,0.8358403312941649,0.0
259,47825,"Права требования, приобретенные по договорам финансирования под уступку денежного требования и иным договорам, к некоммерческим организациям, находящимся в федеральной собственности",Вложения в приобретенные права требования,5644294000,Банк ГПБ (АО),478,0,Работающий,0.8358403312941649,0.0
260,47830,"Права требования, приобретенные по договорам финансирования под уступку денежного требования и иным договорам, к негосударственным коммерческим организациям",Вложения в приобретенные права требования,3859235000,Банк ГПБ (АО),478,Неликвидный,Работающий,0.8358403312941649,0.0
261,50104,Долговые ценные бумаги Российской Федерации,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",68535919000,Банк ГПБ (АО),501,Высоколиквидный,Работающий,0.8358403312941649,0.0
262,50105,Долговые ценные бумаги субъектов Российской Федерации и органов местного самоуправления,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",575230000,Банк ГПБ (АО),501,Высоколиквидный,Работающий,0.8358403312941649,0.0
263,50107,Долговые ценные бумаги прочих резидентов,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",3394643000,Банк ГПБ (АО),501,Ликвидный,Работающий,0.8358403312941649,0.0
264,50108,Долговые ценные бумаги иностранных государств,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",9386071000,Банк ГПБ (АО),501,Ликвидный,Работающий,0.8358403312941649,0.0
265,50109,Долговые ценные бумаги банков-нерезидентов,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",270586000,Банк ГПБ (АО),501,Ликвидный,Работающий,0.8358403312941649,0.0
266,50110,Долговые ценные бумаги прочих нерезидентов,"Долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",26756175000,Банк ГПБ (АО),501,Ликвидный,Работающий,0.8358403312941649,0.0
267,50118,"Долговые ценные бумаги, переданные без прекращения признания","Долговые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",613315000,Банк ГПБ (АО),501,Ликвидный,Работающий,0.8358403312941649,0.0
269,50401,Долговые ценные бумаги Российской Федерации,"Долговые ценные бумаги, оцениваемые по амортизированной стоимости",260963743000,Банк ГПБ (АО),504,Высоколиквидный,Работающий,0.8358403312941649,0.0
270,50403,Долговые ценные бумаги кредитных организаций,"Долговые ценные бумаги, оцениваемые по амортизированной стоимости",46775215000,Банк ГПБ (АО),504,0,Работающий,0.8358403312941649,0.0
271,50404,Долговые ценные бумаги прочих резидентов,"Долговые ценные бумаги, оцениваемые по амортизированной стоимости",101624652000,Банк ГПБ (АО),504,Неликвидный,Работающий,0.8358403312941649,0.0
272,50407,Долговые ценные бумаги прочих нерезидентов,"Долговые ценные бумаги, оцениваемые по амортизированной стоимости",22807907000,Банк ГПБ (АО),504,Неликвидный,Работающий,0.8358403312941649,0.0
273,50418,"Долговые ценные бумаги, переданные без прекращения признания","Долговые ценные бумаги, оцениваемые по амортизированной стоимости",126543928000,Банк ГПБ (АО),504,Неликвидный,Работающий,0.8358403312941649,0.0
274,50428,"Корректировки, увеличивающие стоимость долговых ценных бумаг","Долговые ценные бумаги, оцениваемые по амортизированной стоимости",454844000,Банк ГПБ (АО),504,0,Работающий,0.8358403312941649,0.0
276,50605,Долевые ценные бумаги кредитных организаций,"Долевые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",142582000,Банк ГПБ (АО),506,Ликвидный,Работающий,0.8358403312941649,0.0
277,50606,Долевые ценные бумаги прочих резидентов,"Долевые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",8200925000,Банк ГПБ (АО),506,Ликвидный,Работающий,0.8358403312941649,0.0
278,50607,Долевые ценные бумаги банков-нерезидентов,"Долевые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",137649000,Банк ГПБ (АО),506,Ликвидный,Работающий,0.8358403312941649,0.0
279,50608,Долевые ценные бумаги прочих нерезидентов,"Долевые ценные бумаги, оцениваемые по справедливой стоимости через прибыль или убыток",208526000,Банк ГПБ (АО),506,Ликвидный,Работающий,0.8358403312941649,0.0
281,52601,"Производные финансовые инструменты, от которых ожидается получение экономических выгод",Производные финансовые инструменты,70226858000,Банк ГПБ (АО),526,Неликвидный,Работающий,0.8358403312941649,0.0
282,60101,Акции дочерних и зависимых кредитных организаций,"Участие в дочерних и зависимых акционерных обществах, паевых инвестиционных фондах",1728709000,Банк ГПБ (АО),601,Неликвидный,Неработающий,0.8358403312941649,0.0
283,60102,Акции дочерних и зависимых организаций,"Участие в дочерних и зависимых акционерных обществах, паевых инвестиционных фондах",131489433000,Банк ГПБ (АО),601,Неликвидный,Неработающий,0.8358403312941649,0.0
284,60103,Акции дочерних и зависимых банков - нерезидентов,"Участие в дочерних и зависимых акционерных обществах, паевых инвестиционных фондах",30436690000,Банк ГПБ (АО),601,Неликвидный,Неработающий,0.8358403312941649,0.0
285,60104,Акции дочерних и зависимых организаций - нерезидентов,"Участие в дочерних и зависимых акционерных обществах, паевых инвестиционных фондах",12015621000,Банк ГПБ (АО),601,Неликвидный,Неработающий,0.8358403312941649,0.0
286,60106,Паи паевых инвестиционных фондов,"Участие в дочерних и зависимых акционерных обществах, паевых инвестиционных фондах",143237051000,Банк ГПБ (АО),601,0,Неработающий,0.8358403312941649,0.0
289,60202,"Средства, внесенные в уставные капиталы организаций",Прочее участие,69872016000,Банк ГПБ (АО),602,Неликвидный,Неработающий,0.8358403312941649,0.0
290,60204,"Средства, внесенные в уставные капиталы организаций-нерезидентов",Прочее участие,2214698000,Банк ГПБ (АО),602,Неликвидный,Неработающий,0.8358403312941649,0.0
293,60302,Расчеты по налогам и сборам,Расчеты с дебиторами и кредиторами,196114000,Банк ГПБ (АО),603,Ликвидный,Неработающий,0.8358403312941649,0.0
294,60306,Требования по выплате краткосрочных вознаграждений работникам,Расчеты с дебиторами и кредиторами,2774000,Банк ГПБ (АО),603,Ликвидный,Неработающий,0.8358403312941649,0.0
295,60308,Расчеты с работниками по подотчетным суммам,Расчеты с дебиторами и кредиторами,7975000,Банк ГПБ (АО),603,Ликвидный,Неработающий,0.8358403312941649,0.0
296,60310,"Налог на добавленную стоимость, уплаченный",Расчеты с дебиторами и кредиторами,5633869000,Банк ГПБ (АО),603,Ликвидный,Неработающий,0.8358403312941649,0.0
297,60312,"Расчеты с поставщиками, подрядчиками и покупателями",Расчеты с дебиторами и кредиторами,8690074000,Банк ГПБ (АО),603,Ликвидный,Неработающий,0.8358403312941649,0.0
298,60314,Расчеты с организациями-нерезидентами по хозяйственным операциям,Расчеты с дебиторами и кредиторами,618331000,Банк ГПБ (АО),603,Ликвидный,Неработающий,0.8358403312941649,0.0
299,60323,Расчеты с прочими дебиторами,Расчеты с дебиторами и кредиторами,3985366000,Банк ГПБ (АО),603,Ликвидный,Неработающий,0.8358403312941649,0.0
300,60336,Расчеты по социальному страхованию и обеспечению,Расчеты с дебиторами и кредиторами,8031000,Банк ГПБ (АО),603,Ликвидный,Неработающий,0.8358403312941649,0.0
301,60347,"Расчеты по начисленным доходам по акциям, долям, паям",Расчеты с дебиторами и кредиторами,320005000,Банк ГПБ (АО),603,Ликвидный,Неработающий,0.8358403312941649,0.0
303,60401,Основные средства (кроме земли),Основные средства,68772898000,Банк ГПБ (АО),604,Неликвидный,Неработающий,0.8358403312941649,0.0
304,60404,Земля,Основные средства,552303000,Банк ГПБ (АО),604,Неликвидный,Неработающий,0.8358403312941649,0.0
305,60415,"Вложения в сооружение (строительство), создание (изготовление) и приобретение основных средств",Основные средства,16594515000,Банк ГПБ (АО),604,Неликвидный,Неработающий,0.8358403312941649,0.0
306,60804,"Имущество, полученное в финансовую аренду",Аренда,19207155000,Банк ГПБ (АО),608,Неликвидный,Неработающий,0.8358403312941649,0.0
307,60901,Нематериальные активы,Нематериальные активы,21010953000,Банк ГПБ (АО),609,Неликвидный,Неработающий,0.8358403312941649,0.0
308,60906,Вложения в создание и приобретение нематериальных активов,Нематериальные активы,12620630000,Банк ГПБ (АО),609,Неликвидный,Неработающий,0.8358403312941649,0.0
309,61002,Запасные части,Запасы,26787000,Банк ГПБ (АО),610,Неликвидный,Неработающий,0.8358403312941649,0.0
310,61008,Материалы,Запасы,706538000,Банк ГПБ (АО),610,Неликвидный,Неработающий,0.8358403312941649,0.0
311,61009,Инвентарь и принадлежности,Запасы,1069599000,Банк ГПБ (АО),610,Неликвидный,Неработающий,0.8358403312941649,0.0
312,61010,Издания,Запасы,5227000,Банк ГПБ (АО),610,Неликвидный,Неработающий,0.8358403312941649,0.0
313,61013,"Материалы, предназначенные для сооружения, создания и восстановления основных средств и недвижимости, временно неиспользуемой в основной деятельности",Запасы,124000,Банк ГПБ (АО),610,Неликвидный,Неработающий,0.8358403312941649,0.0
314,61702,Отложенный налоговый актив по вычитаемым временным разницам,Отложенные налоговые обязательства и отложенные налоговые активы,40462856000,Банк ГПБ (АО),617,Неликвидный,Неработающий,0.8358403312941649,0.0
315,61901,"Земля, временно неиспользуемая в основной деятельности","Недвижимость, временно неиспользуемая в основной деятельности",71358000,Банк ГПБ (АО),619,0,Неработающий,0.8358403312941649,0.0
316,61903,"Недвижимость (кроме земли), временно неиспользуемая в основной деятельности","Недвижимость, временно неиспользуемая в основной деятельности",181000,Банк ГПБ (АО),619,0,Неработающий,0.8358403312941649,0.0
317,61904,"Недвижимость (кроме земли), временно неиспользуемая в основной деятельности, переданная в аренду","Недвижимость, временно неиспользуемая в основной деятельности",53136000,Банк ГПБ (АО),619,0,Неработающий,0.8358403312941649,0.0
318,61911,"Вложения в сооружение (строительство) объектов недвижимости, временно неиспользуемой в основной деятельности","Недвижимость, временно неиспользуемая в основной деятельности",525000,Банк ГПБ (АО),619,0,Неработающий,0.8358403312941649,0.0
319,62001,"Долгосрочные активы, предназначенные для продажи","Долгосрочные активы, предназначенные для продажи",750849000,Банк ГПБ (АО),620,Неликвидный,Неработающий,0.8358403312941649,0.0
320,10605,"Отрицательная переоценка ценных бумаг, оцениваемых по справедливой стоимости через прочий совокупный доход",Добавочный капитал,19924251000,ПАО «Совкомбанк»,106,0,Неработающий,0.8472773183791744,0.0
321,20202,Касса кредитных организаций,"Наличная валюта и чеки (в том числе дорожные чеки), номинальная стоимость которых указана в иностранной валюте",38422398000,ПАО «Совкомбанк»,202,Высоколиквидный,Неработающий,0.8472773183791744,0.0
322,20208,Денежные средства в банкоматах и автоматических приемных устройствах,"Наличная валюта и чеки (в том числе дорожные чеки), номинальная стоимость которых указана в иностранной валюте",5857474000,ПАО «Совкомбанк»,202,Высоколиквидный,Неработающий,0.8472773183791744,0.0
323,20209,Денежные средства в пути,"Наличная валюта и чеки (в том числе дорожные чеки), номинальная стоимость которых указана в иностранной валюте",382748000,ПАО «Совкомбанк»,202,Высоколиквидный,Неработающий,0.8472773183791744,0.0
324,20302,Золото,Драгоценные металлы,8963402000,ПАО «Совкомбанк»,203,Высоколиквидный,Неработающий,0.8472773183791744,0.0
325,20303,Другие драгоценные металлы (кроме золота),Драгоценные металлы,960132000,ПАО «Совкомбанк»,203,Высоколиквидный,Неработающий,0.8472773183791744,0.0
326,20305,Драгоценные металлы в пути,Драгоценные металлы,3131235000,ПАО «Совкомбанк»,203,Высоколиквидный,Неработающий,0.8472773183791744,0.0
327,30102,Корреспондентские счета кредитных организаций в Банке России,Корреспондентские счета,76847758000,ПАО «Совкомбанк»,301,Высоколиквидный,Работающий,0.8472773183791744,0.0
328,30110,Корреспондентские счета в кредитных организациях - корреспондентах,Корреспондентские счета,12614310000,ПАО «Совкомбанк»,301,Высоколиквидный,Работающий,0.8472773183791744,0.0
329,30114,Корреспондентские счета в банках-нерезидентах,Корреспондентские счета,1372820000,ПАО «Совкомбанк»,301,Высоколиквидный,Работающий,0.8472773183791744,0.0
330,30118,Корреспондентские счета в кредитных организациях в драгоценных металлах,Корреспондентские счета,4000,ПАО «Совкомбанк»,301,0,Работающий,0.8472773183791744,0.0
331,30119,Корреспондентские счета в банках-нерезидентах в драгоценных металлах,Корреспондентские счета,4593068000,ПАО «Совкомбанк»,301,Высоколиквидный,Работающий,0.8472773183791744,0.0
333,30202,"Обязательные резервы кредитных организаций, депонированные в Банке России",Счета кредитных организаций по другим операциям,13377553000,ПАО «Совкомбанк»,302,Неликвидный,Неработающий,0.8472773183791744,0.0
334,30221,Незавершенные переводы и расчеты кредитной организации,Счета кредитных организаций по другим операциям,1156017000,ПАО «Совкомбанк»,302,Высоколиквидный,Неработающий,0.8472773183791744,0.0
335,30233,Незавершенные расчеты с операторами услуг платежной инфраструктуры и операторами по переводу денежных средств,Счета кредитных организаций по другим операциям,3039700000,ПАО «Совкомбанк»,302,Высоколиквидный,Неработающий,0.8472773183791744,0.0
336,30602,Расчеты кредитных организаций - доверителей (комитентов) по брокерским операциям с финансовыми и другими активами,Расчеты по операциям с финансовыми и другими активами,1158637000,ПАО «Совкомбанк»,306,Высоколиквидный,Работающий,0.8472773183791744,0.0
337,32002,на 1 день,"Кредиты и депозиты, предоставленные кредитным организациям",3300000000,ПАО «Совкомбанк»,320,Высоколиквидный,Работающий,0.8472773183791744,0.782071974890649
338,32005,на срок от 31 до 90 дней,"Кредиты и депозиты, предоставленные кредитным организациям",300000000,ПАО «Совкомбанк»,320,Неликвидный,Работающий,0.8472773183791744,0.782071974890649
339,32007,на срок от 181 дня до 1 года,"Кредиты и депозиты, предоставленные кредитным организациям",3450000000,ПАО «Совкомбанк»,320,Неликвидный,Работающий,0.8472773183791744,0.782071974890649
340,32008,на срок от 1 года до 3 лет,"Кредиты и депозиты, предоставленные кредитным организациям",500000000,ПАО «Совкомбанк»,320,Неликвидный,Работающий,0.8472773183791744,0.782071974890649
341,32102,на 1 день,"Кредиты и депозиты, предоставленные банкам-нерезидентам",1731437000,ПАО «Совкомбанк»,321,Высоколиквидный,Работающий,0.8472773183791744,0.0
342,32105,на срок от 31 до 90 дней,"Кредиты и депозиты, предоставленные банкам-нерезидентам",50000000,ПАО «Совкомбанк»,321,Неликвидный,Работающий,0.8472773183791744,0.0
343,32106,на срок от 91 до 180 дней,"Кредиты и депозиты, предоставленные банкам-нерезидентам",200000000,ПАО «Совкомбанк»,321,Неликвидный,Работающий,0.8472773183791744,0.0
344,32108,на срок от 1 года до 3 лет,"Кредиты и депозиты, предоставленные банкам-нерезидентам",14336693000,ПАО «Совкомбанк»,321,Неликвидный,Работающий,0.8472773183791744,0.0
345,32109,на срок свыше 3 лет,"Кредиты и депозиты, предоставленные банкам-нерезидентам",4180533000,ПАО «Совкомбанк»,321,Неликвидный,Работающий,0.8472773183791744,0.0
347,32201,до востребования,Прочие размещенные средства в кредитных организациях,2235387000,ПАО «Совкомбанк»,322,Высоколиквидный,Работающий,0.8472773183791744,0.782071974890649
348,32202,на 1 день,Прочие размещенные средства в кредитных организациях,6292253000,ПАО «Совкомбанк»,322,Высоколиквидный,Работающий,0.8472773183791744,0.782071974890649
349,32209,на срок свыше 3 лет,Прочие размещенные средства в кредитных организациях,9857877000,ПАО «Совкомбанк»,322,0,Работающий,0.8472773183791744,0.782071974890649
350,32301,до востребования,Прочие размещенные средства в банках-нерезидентах,1399596000,ПАО «Совкомбанк»,323,Высоколиквидный,Работающий,0.8472773183791744,0.0
351,32309,на срок свыше 3 лет,Прочие размещенные средства в банках-нерезидентах,1547321000,ПАО «Совкомбанк»,323,Неликвидный,Работающий,0.8472773183791744,0.0
352,32401,"по межбанковским кредитам, депозитам и прочим размещенным средствам, предоставленным кредитным организациям","Просроченная задолженность по предоставленным межбанковским кредитам, депозитам и прочим размещенным средствам",20283441000,ПАО «Совкомбанк»,324,Неликвидный,Неработающий,0.8472773183791744,0.0
353,44206,на срок от 91 до 180 дней,"Кредиты, предоставленные финансовым органам субъектов Российской Федерации и органов местного самоуправления",37000000,ПАО «Совкомбанк»,442,Неликвидный,Работающий,0.8472773183791744,7.988954319587181e-06
354,44207,на срок от 181 дня до 1 года,"Кредиты, предоставленные финансовым органам субъектов Российской Федерации и органов местного самоуправления",6234756000,ПАО «Совкомбанк»,442,Неликвидный,Работающий,0.8472773183791744,7.988954319587181e-06
355,44208,на срок от 1 года до 3 лет,"Кредиты, предоставленные финансовым органам субъектов Российской Федерации и органов местного самоуправления",13009696000,ПАО «Совкомбанк»,442,Неликвидный,Работающий,0.8472773183791744,7.988954319587181e-06
356,44209,на срок свыше 3 лет,"Кредиты, предоставленные финансовым органам субъектов Российской Федерации и органов местного самоуправления",1734578000,ПАО «Совкомбанк»,442,Неликвидный,Работающий,0.8472773183791744,7.988954319587181e-06
358,44604,на срок от 31 до 90 дней,"Кредиты, предоставленные коммерческим организациям, находящимся в федеральной собственности",76793000,ПАО «Совкомбанк»,446,Неликвидный,Работающий,0.8472773183791744,0.3656214864564704
359,44606,на срок от 181 дня до 1 года,"Кредиты, предоставленные коммерческим организациям, находящимся в федеральной собственности",85697000,ПАО «Совкомбанк»,446,Неликвидный,Работающий,0.8472773183791744,0.3656214864564704
360,44607,на срок от 1 года до 3 лет,"Кредиты, предоставленные коммерческим организациям, находящимся в федеральной собственности",296596000,ПАО «Совкомбанк»,446,Неликвидный,Работающий,0.8472773183791744,0.3656214864564704
361,44608,на срок свыше 3 лет,"Кредиты, предоставленные коммерческим организациям, находящимся в федеральной собственности",843760000,ПАО «Совкомбанк»,446,Неликвидный,Работающий,0.8472773183791744,0.3656214864564704
363,44904,на срок от 31 до 90 дней,"Кредиты, предоставленные коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",37000000,ПАО «Совкомбанк»,449,Неликвидный,Работающий,0.8472773183791744,9.693366506187599e-05
364,44906,на срок от 181 дня до 1 года,"Кредиты, предоставленные коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",45372000,ПАО «Совкомбанк»,449,Неликвидный,Работающий,0.8472773183791744,9.693366506187599e-05
365,44907,на срок от 1 года до 3 лет,"Кредиты, предоставленные коммерческим организациям, находящимся в государственной (кроме федеральной) собственности",61085000,ПАО «Совкомбанк»,449,Неликвидный,Работающий,0.8472773183791744,9.693366506187599e-05
367,45103,на срок до 30 дней,"Кредиты, предоставленные негосударственным финансовым организациям",102762590000,ПАО «Совкомбанк»,451,Ликвидный,Работающий,0.8472773183791744,2.6579813344881507e-05
368,45104,на срок от 31 до 90 дней,"Кредиты, предоставленные негосударственным финансовым организациям",58338000,ПАО «Совкомбанк»,451,Неликвидный,Работающий,0.8472773183791744,2.6579813344881507e-05
369,45105,на срок от 91 до 180 дней,"Кредиты, предоставленные негосударственным финансовым организациям",37746330000,ПАО «Совкомбанк»,451,Неликвидный,Работающий,0.8472773183791744,2.6579813344881507e-05
370,45106,на срок от 181 дня до 1 года,"Кредиты, предоставленные негосударственным финансовым организациям",7947196000,ПАО «Совкомбанк»,451,Неликвидный,Работающий,0.8472773183791744,2.6579813344881507e-05
371,45107,на срок от 1 года до 3 лет,"Кредиты, предоставленные негосударственным финансовым организациям",38315037000,ПАО «Совкомбанк»,451,Неликвидный,Работающий,0.8472773183791744,2.6579813344881507e-05
372,45108,на срок свыше 3 лет,"Кредиты, предоставленные негосударственным финансовым организациям",11285494000,ПАО «Совкомбанк»,451,Неликвидный,Работающий,0.8472773183791744,2.6579813344881507e-05
373,45111,Приобретенные права требования по договорам на предоставление (размещение) денежных средств,"Кредиты, предоставленные негосударственным финансовым организациям",12498332000,ПАО «Совкомбанк»,451,0,Работающий,0.8472773183791744,2.6579813344881507e-05
